example_id,model_name,model_short,model_type,layer,method,repr,pooling,D,tau,baseline_tau,abtt_tau,query_index,candidate_index,query_file_id,candidate_file_id,query_path,candidate_path,query_folder_id,candidate_folder_id,candidate_label,candidate_role,gold_similar,baseline_score,abtt_score,baseline_pred,abtt_pred,bucket,baseline_disagrees,baseline_margin,abtt_margin,baseline_margin_abs,abtt_margin_abs,bucket_slot,methods_available,query_source,top1_variants,variants_available
1304922,sentence-transformers/LaBSE,LaBSE,bert,12,abtt_optimal,hidden,mean,10,,,,-1,87,1689,87,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Kob58.72v.1.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CANC.314.11/BN1454.57r.6.txt,,CANC.314.11,CANC.314.11,pair_example,0,,,0,0,unlabelled_bulk,,,,,,,ig,unlabelled,sif,sif
1304923,sentence-transformers/LaBSE,LaBSE,bert,11,abtt_optimal,hidden,mean,10,,,,-1,411,1689,411,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Kob58.72v.1.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CAUX.561.19/Kob58.38v.1.txt,,CAUX.561.19,CAUX.561.19,pair_example,0,,,0,1,unlabelled_bulk,,,,,,,ig,unlabelled,abtt,"baseline,abtt,sif_abtt"
1304924,sentence-transformers/LaBSE,LaBSE,bert,11,abtt_optimal,hidden,mean,10,,,,-1,784,1689,784,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Kob58.72v.1.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CNEO.315.8/Hat42.161r.5.txt,,CNEO.315.8,CNEO.315.8,pair_example,0,,,0,0,unlabelled_bulk,,,,,,,ig,unlabelled,sif_abtt,"baseline,abtt,sif_abtt"
1304925,sentence-transformers/LaBSE,LaBSE,bert,12,abtt_optimal,hidden,mean,10,,,,-1,157,1690,157,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Kob58.72v.2.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CANC.314.21/Brn425.27r.4.txt,,CANC.314.21,CANC.314.21,pair_example,0,,,0,0,unlabelled_bulk,,,,,,,ig,unlabelled,sif,sif
1304926,sentence-transformers/LaBSE,LaBSE,bert,11,abtt_optimal,hidden,mean,10,,,,-1,167,1690,167,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Kob58.72v.2.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CANC.314.22/D1723.530.7.txt,,CANC.314.22,CANC.314.22,pair_example,0,,,1,1,unlabelled_bulk,,,,,,,ig,unlabelled,"baseline,abtt","baseline,abtt,sif_abtt"
1304927,sentence-transformers/LaBSE,LaBSE,bert,11,abtt_optimal,hidden,mean,10,,,,-1,1164,1690,1164,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Kob58.72v.2.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CTOL.633.28/BAV1341.75r.1.txt,,CTOL.633.28,CTOL.633.28,pair_example,0,,,0,0,unlabelled_bulk,,,,,,,ig,unlabelled,sif_abtt,"baseline,abtt,sif_abtt"
1304928,sentence-transformers/LaBSE,LaBSE,bert,12,abtt_optimal,hidden,mean,10,,,,-1,65,1691,65,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Kob58.73r.1.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CAGD.506.56/Brn425.42v.4.txt,,CAGD.506.56,CAGD.506.56,pair_example,0,,,0,0,unlabelled_bulk,,,,,,,ig,unlabelled,sif,sif
1304929,sentence-transformers/LaBSE,LaBSE,bert,11,abtt_optimal,hidden,mean,10,,,,-1,451,1691,451,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Kob58.73r.1.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CCHA.451.16/Brn425.21r.1.txt,,CCHA.451.16,CCHA.451.16,pair_example,0,,,1,0,unlabelled_bulk,,,,,,,ig,unlabelled,baseline,"baseline,abtt,sif_abtt"
1304930,sentence-transformers/LaBSE,LaBSE,bert,11,abtt_optimal,hidden,mean,10,,,,-1,1610,1691,1610,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Kob58.73r.1.txt,"/projects/beto/irowerojas/localLatin/data/canon_labelled/Eusebius-Rufinus, HE 10.5 (eds Mommsen–Schwartz, II, 963, line 21)/CamCC279.96.1.txt",,"Eusebius-Rufinus, HE 10.5 (eds Mommsen–Schwartz, II, 963, line 21)","Eusebius-Rufinus, HE 10.5 (eds Mommsen–Schwartz, II, 963, line 21)",pair_example,0,,,0,1,unlabelled_bulk,,,,,,,ig,unlabelled,"abtt,sif_abtt","baseline,abtt,sif_abtt"
1304931,sentence-transformers/LaBSE,LaBSE,bert,11,abtt_optimal,hidden,mean,10,,,,-1,13,1692,13,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Kob58.73r.2.txt,"/projects/beto/irowerojas/localLatin/data/canon_labelled/Augustine, De serm.dom.in monte, 1.20.63 (ed. Mutzenbecher, 72, lines 1569–82)/CamCC279.64.2.txt",,"Augustine, De serm.dom.in monte, 1.20.63 (ed. Mutzenbecher, 72, lines 1569–82)","Augustine, De serm.dom.in monte, 1.20.63 (ed. Mutzenbecher, 72, lines 1569–82)",pair_example,0,,,1,1,unlabelled_bulk,,,,,,,ig,unlabelled,"baseline,abtt,sif_abtt","baseline,abtt,sif_abtt"
1304932,sentence-transformers/LaBSE,LaBSE,bert,12,abtt_optimal,hidden,mean,10,,,,-1,13,1692,13,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Kob58.73r.2.txt,"/projects/beto/irowerojas/localLatin/data/canon_labelled/Augustine, De serm.dom.in monte, 1.20.63 (ed. Mutzenbecher, 72, lines 1569–82)/CamCC279.64.2.txt",,"Augustine, De serm.dom.in monte, 1.20.63 (ed. Mutzenbecher, 72, lines 1569–82)","Augustine, De serm.dom.in monte, 1.20.63 (ed. Mutzenbecher, 72, lines 1569–82)",pair_example,0,,,0,0,unlabelled_bulk,,,,,,,ig,unlabelled,sif,sif
1304933,sentence-transformers/LaBSE,LaBSE,bert,11,abtt_optimal,hidden,mean,10,,,,-1,1610,1693,1610,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Kob58.78r.1.txt,"/projects/beto/irowerojas/localLatin/data/canon_labelled/Eusebius-Rufinus, HE 10.5 (eds Mommsen–Schwartz, II, 963, line 21)/CamCC279.96.1.txt",,"Eusebius-Rufinus, HE 10.5 (eds Mommsen–Schwartz, II, 963, line 21)","Eusebius-Rufinus, HE 10.5 (eds Mommsen–Schwartz, II, 963, line 21)",pair_example,0,,,1,1,unlabelled_bulk,,,,,,,ig,unlabelled,"baseline,abtt,sif_abtt","baseline,abtt,sif_abtt"
1304934,sentence-transformers/LaBSE,LaBSE,bert,12,abtt_optimal,hidden,mean,10,,,,-1,1610,1693,1610,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Kob58.78r.1.txt,"/projects/beto/irowerojas/localLatin/data/canon_labelled/Eusebius-Rufinus, HE 10.5 (eds Mommsen–Schwartz, II, 963, line 21)/CamCC279.96.1.txt",,"Eusebius-Rufinus, HE 10.5 (eds Mommsen–Schwartz, II, 963, line 21)","Eusebius-Rufinus, HE 10.5 (eds Mommsen–Schwartz, II, 963, line 21)",pair_example,0,,,0,0,unlabelled_bulk,,,,,,,ig,unlabelled,sif,sif
1304935,sentence-transformers/LaBSE,LaBSE,bert,12,abtt_optimal,hidden,mean,10,,,,-1,814,1694,814,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Kob58.78v.1.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CNIC.325.13/BN1454.48r.3.txt,,CNIC.325.13,CNIC.325.13,pair_example,0,,,0,0,unlabelled_bulk,,,,,,,ig,unlabelled,sif,sif
1304936,sentence-transformers/LaBSE,LaBSE,bert,11,abtt_optimal,hidden,mean,10,,,,-1,1507,1694,1507,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Kob58.78v.1.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/Can.apost.4/C1525.4v.2.txt,,Can.apost.4,Can.apost.4,pair_example,0,,,0,0,unlabelled_bulk,,,,,,,ig,unlabelled,sif_abtt,"baseline,abtt,sif_abtt"
1304937,sentence-transformers/LaBSE,LaBSE,bert,11,abtt_optimal,hidden,mean,10,,,,-1,1618,1694,1618,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Kob58.78v.1.txt,"/projects/beto/irowerojas/localLatin/data/canon_labelled/Gratian, D. 5 de cons. c. 19/CamCC279.104.2.txt",,"Gratian, D. 5 de cons. c. 19","Gratian, D. 5 de cons. c. 19",pair_example,0,,,0,1,unlabelled_bulk,,,,,,,ig,unlabelled,abtt,"baseline,abtt,sif_abtt"
1304938,sentence-transformers/LaBSE,LaBSE,bert,11,abtt_optimal,hidden,mean,10,,,,-1,1654,1694,1654,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Kob58.78v.1.txt,"/projects/beto/irowerojas/localLatin/data/canon_labelled/John Cassian, De inst.coenob., 6.12 (ed. Petschenig, 122, lines 4–6)/CamCC279.40.1.txt",,"John Cassian, De inst.coenob., 6.12 (ed. Petschenig, 122, lines 4–6)","John Cassian, De inst.coenob., 6.12 (ed. Petschenig, 122, lines 4–6)",pair_example,0,,,1,0,unlabelled_bulk,,,,,,,ig,unlabelled,baseline,"baseline,abtt,sif_abtt"
1304939,sentence-transformers/LaBSE,LaBSE,bert,12,abtt_optimal,hidden,mean,10,,,,-1,326,1695,326,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Kob58.79r.1.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CANT.328.7/BN2123.86v.2.txt,,CANT.328.7,CANT.328.7,pair_example,0,,,0,0,unlabelled_bulk,,,,,,,ig,unlabelled,sif,sif
1304940,sentence-transformers/LaBSE,LaBSE,bert,11,abtt_optimal,hidden,mean,10,,,,-1,499,1695,499,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Kob58.79r.1.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CEPA.517.3/BN2123.77r.1.txt,,CEPA.517.3,CEPA.517.3,pair_example,0,,,1,0,unlabelled_bulk,,,,,,,ig,unlabelled,"baseline,sif_abtt","baseline,abtt,sif_abtt"
1304941,sentence-transformers/LaBSE,LaBSE,bert,11,abtt_optimal,hidden,mean,10,,,,-1,1080,1695,1080,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Kob58.79r.1.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CTOL.397.16/BAV1341.62v.9.txt,,CTOL.397.16,CTOL.397.16,pair_example,0,,,0,1,unlabelled_bulk,,,,,,,ig,unlabelled,abtt,"baseline,abtt,sif_abtt"
1304942,sentence-transformers/LaBSE,LaBSE,bert,11,abtt_optimal,hidden,mean,10,,,,-1,810,1696,810,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Kob58.79r.2.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CNIC.325.12/C1525.12v.2.txt,,CNIC.325.12,CNIC.325.12,pair_example,0,,,0,1,unlabelled_bulk,,,,,,,ig,unlabelled,"abtt,sif_abtt","baseline,abtt,sif_abtt"
1304943,sentence-transformers/LaBSE,LaBSE,bert,11,abtt_optimal,hidden,mean,10,,,,-1,1421,1696,1421,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Kob58.79r.2.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/Can.apost.24/C1525.5v.8.txt,,Can.apost.24,Can.apost.24,pair_example,0,,,1,0,unlabelled_bulk,,,,,,,ig,unlabelled,baseline,"baseline,abtt,sif_abtt"
1304944,sentence-transformers/LaBSE,LaBSE,bert,12,abtt_optimal,hidden,mean,10,,,,-1,1422,1696,1422,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Kob58.79r.2.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/Can.apost.24/Hat42.146r.6.txt,,Can.apost.24,Can.apost.24,pair_example,0,,,0,0,unlabelled_bulk,,,,,,,ig,unlabelled,sif,sif
1304945,sentence-transformers/LaBSE,LaBSE,bert,11,abtt_optimal,hidden,mean,10,,,,-1,573,1697,573,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Kob58.79v.1.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CGAN.355.5/BN1454.59v.4.txt,,CGAN.355.5,CGAN.355.5,pair_example,0,,,0,1,unlabelled_bulk,,,,,,,ig,unlabelled,"abtt,sif_abtt","baseline,abtt,sif_abtt"
1304946,sentence-transformers/LaBSE,LaBSE,bert,12,abtt_optimal,hidden,mean,10,,,,-1,573,1697,573,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Kob58.79v.1.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CGAN.355.5/BN1454.59v.4.txt,,CGAN.355.5,CGAN.355.5,pair_example,0,,,0,0,unlabelled_bulk,,,,,,,ig,unlabelled,sif,sif
1304947,sentence-transformers/LaBSE,LaBSE,bert,11,abtt_optimal,hidden,mean,10,,,,-1,1068,1697,1068,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Kob58.79v.1.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CTOL.397.10/BAV1341.62v.3.txt,,CTOL.397.10,CTOL.397.10,pair_example,0,,,1,0,unlabelled_bulk,,,,,,,ig,unlabelled,baseline,"baseline,abtt,sif_abtt"
1304948,sentence-transformers/LaBSE,LaBSE,bert,11,abtt_optimal,hidden,mean,10,,,,-1,93,1698,93,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Kob58.79v.2.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CANC.314.12/C1525.20r.4.txt,,CANC.314.12,CANC.314.12,pair_example,0,,,0,1,unlabelled_bulk,,,,,,,ig,unlabelled,abtt,"baseline,abtt,sif_abtt"
1304949,sentence-transformers/LaBSE,LaBSE,bert,11,abtt_optimal,hidden,mean,10,,,,-1,576,1698,576,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Kob58.79v.2.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CGAN.355.5/KoeD213.29v.3.txt,,CGAN.355.5,CGAN.355.5,pair_example,0,,,0,0,unlabelled_bulk,,,,,,,ig,unlabelled,sif_abtt,"baseline,abtt,sif_abtt"
1304950,sentence-transformers/LaBSE,LaBSE,bert,11,abtt_optimal,hidden,mean,10,,,,-1,1353,1698,1353,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Kob58.79v.2.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/Can.apost.11/Vat5845.7v.3.txt,,Can.apost.11,Can.apost.11,pair_example,0,,,1,0,unlabelled_bulk,,,,,,,ig,unlabelled,baseline,"baseline,abtt,sif_abtt"
1304951,sentence-transformers/LaBSE,LaBSE,bert,12,abtt_optimal,hidden,mean,10,,,,-1,1353,1698,1353,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Kob58.79v.2.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/Can.apost.11/Vat5845.7v.3.txt,,Can.apost.11,Can.apost.11,pair_example,0,,,0,0,unlabelled_bulk,,,,,,,ig,unlabelled,sif,sif
1304952,sentence-transformers/LaBSE,LaBSE,bert,11,abtt_optimal,hidden,mean,10,,,,-1,479,1699,479,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Kob58.79v.3.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CCHA.451.7/Brn425.20v.3.txt,,CCHA.451.7,CCHA.451.7,pair_example,0,,,1,0,unlabelled_bulk,,,,,,,ig,unlabelled,baseline,"baseline,abtt,sif_abtt"
1304953,sentence-transformers/LaBSE,LaBSE,bert,12,abtt_optimal,hidden,mean,10,,,,-1,479,1699,479,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Kob58.79v.3.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CCHA.451.7/Brn425.20v.3.txt,,CCHA.451.7,CCHA.451.7,pair_example,0,,,0,0,unlabelled_bulk,,,,,,,ig,unlabelled,sif,sif
1304954,sentence-transformers/LaBSE,LaBSE,bert,11,abtt_optimal,hidden,mean,10,,,,-1,1662,1699,1662,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Kob58.79v.3.txt,"/projects/beto/irowerojas/localLatin/data/canon_labelled/Ps.-Clemens–Rufinus, Recognitiones 6.18 (eds Rehm–Paschke, 155, lines 17–20)/CamCC279.76.1.txt",,"Ps.-Clemens–Rufinus, Recognitiones 6.18 (eds Rehm–Paschke, 155, lines 17–20)","Ps.-Clemens–Rufinus, Recognitiones 6.18 (eds Rehm–Paschke, 155, lines 17–20)",pair_example,0,,,0,1,unlabelled_bulk,,,,,,,ig,unlabelled,"abtt,sif_abtt","baseline,abtt,sif_abtt"
1304955,sentence-transformers/LaBSE,LaBSE,bert,11,abtt_optimal,hidden,mean,10,,,,-1,545,1700,545,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Kob58.80r.1.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CGAN.355.17/D1723.531.5.txt,,CGAN.355.17,CGAN.355.17,pair_example,0,,,0,1,unlabelled_bulk,,,,,,,ig,unlabelled,"abtt,sif_abtt","baseline,abtt,sif_abtt"
1304956,sentence-transformers/LaBSE,LaBSE,bert,11,abtt_optimal,hidden,mean,10,,,,-1,1638,1700,1638,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Kob58.80r.1.txt,"/projects/beto/irowerojas/localLatin/data/canon_labelled/Hermas, Libell.sanct.past., mandatum 4.1.4–8 (eds de Gebhardt– Harnack–Zahn, 79, lines 1–19)/CamCC279.21.3.txt",,"Hermas, Libell.sanct.past., mandatum 4.1.4–8 (eds de Gebhardt– Harnack–Zahn, 79, lines 1–19)","Hermas, Libell.sanct.past., mandatum 4.1.4–8 (eds de Gebhardt– Harnack–Zahn, 79, lines 1–19)",pair_example,0,,,1,0,unlabelled_bulk,,,,,,,ig,unlabelled,baseline,"baseline,abtt,sif_abtt"
1304957,sentence-transformers/LaBSE,LaBSE,bert,12,abtt_optimal,hidden,mean,10,,,,-1,1638,1700,1638,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Kob58.80r.1.txt,"/projects/beto/irowerojas/localLatin/data/canon_labelled/Hermas, Libell.sanct.past., mandatum 4.1.4–8 (eds de Gebhardt– Harnack–Zahn, 79, lines 1–19)/CamCC279.21.3.txt",,"Hermas, Libell.sanct.past., mandatum 4.1.4–8 (eds de Gebhardt– Harnack–Zahn, 79, lines 1–19)","Hermas, Libell.sanct.past., mandatum 4.1.4–8 (eds de Gebhardt– Harnack–Zahn, 79, lines 1–19)",pair_example,0,,,0,0,unlabelled_bulk,,,,,,,ig,unlabelled,sif,sif
1304958,sentence-transformers/LaBSE,LaBSE,bert,11,abtt_optimal,hidden,mean,10,,,,-1,146,1701,146,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Kob58.80v.1.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CANC.314.20/BN1454.58r.2.txt,,CANC.314.20,CANC.314.20,pair_example,0,,,1,1,unlabelled_bulk,,,,,,,ig,unlabelled,"baseline,abtt,sif_abtt","baseline,abtt,sif_abtt"
1304959,sentence-transformers/LaBSE,LaBSE,bert,12,abtt_optimal,hidden,mean,10,,,,-1,147,1701,147,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Kob58.80v.1.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CANC.314.20/Brn425.21v.3.txt,,CANC.314.20,CANC.314.20,pair_example,0,,,0,0,unlabelled_bulk,,,,,,,ig,unlabelled,sif,sif
1304960,sentence-transformers/LaBSE,LaBSE,bert,11,abtt_optimal,hidden,mean,10,,,,-1,287,1702,287,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/KoeD122.100r.1.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CANT.328.21/Brn425.59r.1.txt,,CANT.328.21,CANT.328.21,pair_example,0,,,0,1,unlabelled_bulk,,,,,,,ig,unlabelled,"abtt,sif_abtt","baseline,abtt,sif_abtt"
1304961,sentence-transformers/LaBSE,LaBSE,bert,12,abtt_optimal,hidden,mean,10,,,,-1,683,1702,683,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/KoeD122.100r.1.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CMAC.581.12/WlfH1062.6r.2.txt,,CMAC.581.12,CMAC.581.12,pair_example,0,,,0,0,unlabelled_bulk,,,,,,,ig,unlabelled,sif,sif
1304962,sentence-transformers/LaBSE,LaBSE,bert,11,abtt_optimal,hidden,mean,10,,,,-1,1363,1702,1363,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/KoeD122.100r.1.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/Can.apost.13/Vat5845.7v.5.txt,,Can.apost.13,Can.apost.13,pair_example,0,,,1,0,unlabelled_bulk,,,,,,,ig,unlabelled,baseline,"baseline,abtt,sif_abtt"
1304963,sentence-transformers/LaBSE,LaBSE,bert,11,abtt_optimal,hidden,mean,10,,,,-1,489,1703,489,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/KoeD122.100v.1.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CCHL.647.7/WlfH1062.6v.1.txt,,CCHL.647.7,CCHL.647.7,pair_example,0,,,0,1,unlabelled_bulk,,,,,,,ig,unlabelled,"abtt,sif_abtt","baseline,abtt,sif_abtt"
1304964,sentence-transformers/LaBSE,LaBSE,bert,11,abtt_optimal,hidden,mean,10,,,,-1,1112,1703,1112,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/KoeD122.100v.1.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CTOL.527.3/BAVPal575.6r.2.txt,,CTOL.527.3,CTOL.527.3,pair_example,0,,,1,0,unlabelled_bulk,,,,,,,ig,unlabelled,baseline,"baseline,abtt,sif_abtt"
1304965,sentence-transformers/LaBSE,LaBSE,bert,12,abtt_optimal,hidden,mean,10,,,,-1,1112,1703,1112,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/KoeD122.100v.1.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CTOL.527.3/BAVPal575.6r.2.txt,,CTOL.527.3,CTOL.527.3,pair_example,0,,,0,0,unlabelled_bulk,,,,,,,ig,unlabelled,sif,sif
1304966,sentence-transformers/LaBSE,LaBSE,bert,11,abtt_optimal,hidden,mean,10,,,,-1,270,1704,270,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/KoeD122.101r.1.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CANT.328.18/Hat42.171v.1.txt,,CANT.328.18,CANT.328.18,pair_example,0,,,0,0,unlabelled_bulk,,,,,,,ig,unlabelled,sif_abtt,"baseline,abtt,sif_abtt"
1304967,sentence-transformers/LaBSE,LaBSE,bert,11,abtt_optimal,hidden,mean,10,,,,-1,1143,1704,1143,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/KoeD122.101r.1.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CTOL.598.12/WlfH1062.10r.1.txt,,CTOL.598.12,CTOL.598.12,pair_example,0,,,0,1,unlabelled_bulk,,,,,,,ig,unlabelled,abtt,"baseline,abtt,sif_abtt"
1304968,sentence-transformers/LaBSE,LaBSE,bert,12,abtt_optimal,hidden,mean,10,,,,-1,1261,1704,1261,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/KoeD122.101r.1.txt,"/projects/beto/irowerojas/localLatin/data/canon_labelled/CTOL.653.13  (excerpta canonum cap. 13)  Martinez Diez, vol. 5, pp. 475-476; text modified in W/WlfH1062.14v.1.txt",,"CTOL.653.13  (excerpta canonum cap. 13)  Martinez Diez, vol. 5, pp. 475-476; text modified in W","CTOL.653.13  (excerpta canonum cap. 13)  Martinez Diez, vol. 5, pp. 475-476; text modified in W",pair_example,0,,,0,0,unlabelled_bulk,,,,,,,ig,unlabelled,sif,sif
1304969,sentence-transformers/LaBSE,LaBSE,bert,11,abtt_optimal,hidden,mean,10,,,,-1,1268,1704,1268,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/KoeD122.101r.1.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CTOL.655.13/BAV1341.95r.6.txt,,CTOL.655.13,CTOL.655.13,pair_example,0,,,1,0,unlabelled_bulk,,,,,,,ig,unlabelled,baseline,"baseline,abtt,sif_abtt"
1304970,sentence-transformers/LaBSE,LaBSE,bert,11,abtt_optimal,hidden,mean,10,,,,-1,128,1705,128,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/KoeD122.101v.1.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CANC.314.18/Brn425.47r.2.txt,,CANC.314.18,CANC.314.18,pair_example,0,,,1,1,unlabelled_bulk,,,,,,,ig,unlabelled,"baseline,abtt,sif_abtt","baseline,abtt,sif_abtt"
1304971,sentence-transformers/LaBSE,LaBSE,bert,12,abtt_optimal,hidden,mean,10,,,,-1,128,1705,128,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/KoeD122.101v.1.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CANC.314.18/Brn425.47r.2.txt,,CANC.314.18,CANC.314.18,pair_example,0,,,0,0,unlabelled_bulk,,,,,,,ig,unlabelled,sif,sif
1304972,sentence-transformers/LaBSE,LaBSE,bert,11,abtt_optimal,hidden,mean,10,,,,-1,1265,1706,1265,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/KoeD122.102r.1.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CTOL.655.10/WlfH1062.14r.1.txt,,CTOL.655.10,CTOL.655.10,pair_example,0,,,0,0,unlabelled_bulk,,,,,,,ig,unlabelled,sif_abtt,"baseline,abtt,sif_abtt"
1304973,sentence-transformers/LaBSE,LaBSE,bert,11,abtt_optimal,hidden,mean,10,,,,-1,1274,1706,1274,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/KoeD122.102r.1.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CTOL.655.2/WlfH1062.13r.1.txt,,CTOL.655.2,CTOL.655.2,pair_example,0,,,1,0,unlabelled_bulk,,,,,,,ig,unlabelled,baseline,"baseline,abtt,sif_abtt"
1304974,sentence-transformers/LaBSE,LaBSE,bert,11,abtt_optimal,hidden,mean,10,,,,-1,1283,1706,1283,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/KoeD122.102r.1.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CTOL.655.8/WlfH1062.13v.2.txt,,CTOL.655.8,CTOL.655.8,pair_example,0,,,0,1,unlabelled_bulk,,,,,,,ig,unlabelled,abtt,"baseline,abtt,sif_abtt"
1304975,sentence-transformers/LaBSE,LaBSE,bert,12,abtt_optimal,hidden,mean,10,,,,-1,1284,1706,1284,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/KoeD122.102r.1.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CTOL.655.9/BAV1341.95r.2.txt,,CTOL.655.9,CTOL.655.9,pair_example,0,,,0,0,unlabelled_bulk,,,,,,,ig,unlabelled,sif,sif
1304976,sentence-transformers/LaBSE,LaBSE,bert,11,abtt_optimal,hidden,mean,10,,,,-1,1114,1707,1114,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/KoeD122.102v.1.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CTOL.527.4/BAVPal575.6r.3.txt,,CTOL.527.4,CTOL.527.4,pair_example,0,,,0,0,unlabelled_bulk,,,,,,,ig,unlabelled,sif_abtt,"baseline,abtt,sif_abtt"
