language,sentence_1,sentence_2,similarity,rouge_l,bleu_1
spanish,"""Gran Canaria"" es una isla situada en el océano Atlántico, perteneciente a la Comunidad Autónoma de Canarias en España.","La población de la isla en 2011 era de 850.391 habitantes, también es capital de la provincia oriental (Las Palmas) y de la Comunidad Autónoma de Canarias, conjuntamente con Santa Cruz de Tenerife.",1.75,0.23076923076923078,0.3684210526315789
spanish,Existen dos tipos de horarios diferentes: el horario de verano y el horario de invierno (u horario estándar).,"Gracias a ello, la tecnología ""flash"", siempre mediante impulsos eléctricos, permite velocidades de funcionamiento muy superiores frente a la tecnología EEPROM primigenia, que sólo permitía actuar sobre una única celda de memoria en cada operación de programación.",0.0,0.1090909090909091,0.16666666666666666
spanish,"Venus es normalmente conocido como la estrella de la mañana (""Lucero del Alba"") o la estrella de la tarde (""Lucero Vespertino"") y, cuando es visible en el cielo nocturno, es el segundo objeto más brillante del firmamento, tras la Luna.","Venus es el astro más característico en los cielos de la mañana y de la tarde de la Tierra (después del Sol y la Luna), y es conocido por el hombre desde la prehistoria.",4.25,0.2972972972972973,0.45
spanish,"La ""península ibérica"" se encuentra situada en el sudoeste de Europa; está rodeada por el mar Mediterráneo, el océano Atlántico y unida al resto del continente europeo por el noreste.","Por el sur, la península está separada de África (Marruecos y Argelia) por el mar Mediterráneo (que en esta zona se denomina Mar de Alborán) y el océano Atlántico, siendo el estrecho de Gibraltar el límite entre ambos.",3.0,0.23529411764705882,0.4666666666666667
spanish,Varsovia es conocida internacionalmente por haber dado su nombre al Pacto de Varsovia.,"El bádminton es desde 1992 un deporte olímpico en cinco modalidades: individuales masculino y femenino, dobles masculino y femenino, y dobles mixto, dónde la pareja está compuesta por un hombre y una mujer.",0.0,0.08695652173913043,0.15384615384615385
spanish,"La mejora de los transportes y las comunicaciones ha permitido la explotación a gran escala de bienes naturales, sobre todo la madera y el mineral de hierro.",La escasamente poblada Norrland comprende más de la mitad de la superficie del país.,0.0,0.24390243902439024,0.18518518518518517
spanish,"La ""masa"", en física, es una medida de la cantidad de materia que posee un cuerpo.","En física relativista, la masa es función de la velocidad que el cuerpo posee respecto al observador.",3.25,0.3636363636363636,0.4375
spanish,"""Bodhisattva"" es un término propio del budismo que alude a alguien embarcado en el camino del Buda de manera significativa.","En el budismo primigenio, se usa para referirse a alguien que está en el camino de la budeidad.",3.25,0.36842105263157887,0.4
spanish,"La ""programación orientada a objetos"" o ""POO"" (""OOP"" según sus siglas en inglés) es un paradigma de programación que usa los objetos en sus interacciones, para diseñar aplicaciones y programas informáticos.","La programación orientada a objetos es un paradigma surgido en los años 70, que utiliza objetos como elementos fundamentales en la construcción de la solución.",3.25,0.3214285714285714,0.41935483870967744
spanish,"El ""líquido"" es un estado de agregación de la materia en forma de fluido altamente incompresible lo que significa que su volumen es, muy aproximadamente, constante en un rango grande de presión.",El estado líquido es un estado de agregación de la materia intermedio entre el estado sólido y el estado gaseoso.,3.5,0.34615384615384615,0.28125
spanish,"En la filosofía shramánica, ""nirvana"" es el estado de liberación tanto del sufrimiento (dukkha) como del ciclo de renacimientos.",El nirvana es el estado transcendente libre de sufrimiento y de la existencia fenoménica individual; es la experiencia religiosa más identificada con el budismo.,3.5,0.27906976744186046,0.3684210526315789
spanish,"El ""líquido"" es un estado de agregación de la materia en forma de fluido altamente incompresible lo que significa que su volumen es, muy aproximadamente, constante en un rango grande de presión.",La viscosidad es una medida de la resistencia al desplazamiento de un fluido cuando existe una diferencia de presión.,1.0,0.2745098039215686,0.25
spanish,"El ""bosón de Higgs"" o ""partícula de Higgs"" es una partícula elemental propuesta en el Modelo estándar de física de partículas.",La existencia del bosón de Higgs y del campo de Higgs asociado serían el más simple de varios métodos del Modelo estándar de física de partículas que intentan explicar la razón de la existencia de masa en las partículas elementales.,4.0,0.2622950819672132,0.42857142857142855
spanish,"Los átomos que son isótopos entre sí son los que tienen igual número atómico (número de protones en el núcleo), pero diferente número másico (suma del número de neutrones y el de protones en el núcleo).","Actualmente cada isótopo se representa con el símbolo del elemento al que pertenece, colocando como subíndice a la izquierda su número atómico (número de protones en el núcleo), y como superíndice a la izquierda su número másico (suma del número de protones y del número de neutrones en el núcleo).",4.5,0.46511627906976744,0.6388888888888888
spanish,"La ""ergonomía"" es la disciplina tecnológica que se encarga del diseño de lugares de trabajo, herramientas y tareas que coinciden con las características fisiológicas, anatómicas, psicológicas y las capacidades del trabajador.","La ergonomía física se preocupa de las características anatómicas, antropométricas, fisiológicas y biomecánicas del usuario, en tanto que se relacionan con la actividad física.",4.0,0.29090909090909095,0.3548387096774194
spanish,"La ""catálisis"" es el proceso por el cual se aumenta la velocidad de una reacción química, debido a la participación de una sustancia llamada ""catalizador"" y las que desactivan la catálisis son denominados ""inhibidores"".","El catalizador puede aumentar la velocidad de reacción o de la selectividad, o permitir que la reacción ocurra a menores temperaturas.",3.5,0.29090909090909084,0.29411764705882354
spanish,"El ""pársec"" o ""parsec"" (símbolo ""pc"") es una unidad de longitud utilizada en astronomía.","Por otro lado, en el Episodio 2, de la misma saga, la senadora Padme utiliza el pársec como una unidad de distancia.",1.5,0.2222222222222222,0.35714285714285715
spanish,"""Iron Maiden"" es una banda británica de ""heavy metal"" fundada en 1975 por el bajista Steve Harris.","Iron Maiden empezó a sufrir de una menor convocatoria de público en sus conciertos, y el desempeño de Blaze en vivo dejaba mucho que desear.",1.75,0.19047619047619052,0.23529411764705882
spanish,"Este calendario tenía un año de 365 días, dividido en tres estaciones, meses de 30 días y ""decanos"" de diez días.","La ""Agencia Adventista de Desarrollo y Recursos Asistenciales"" (ADRA) (en inglés ""The Adventist Development and Relief Agency"") es la rama humanitaria mundial de la Iglesia Adventista del Séptimo Día, establecida con el propósito",0.0,0.1111111111111111,0.14285714285714285
spanish,"La superficie de Colombia es de 2.129.748 km², de los cuales 1.141.748 km² corresponden a su territorio continental y los restantes 988.000 km² a su extensión marítima,",El área total de Colombia es de 2.129 748 km² conformados por el territorio continental y las aguas marítimas.,4.5,0.34782608695652173,0.2962962962962963
spanish,"El ""vatio"" o ""watt"" es la unidad de potencia del Sistema Internacional de Unidades.","Níger es el 22° país más grande del mundo, con un área de 1'267.000 km², que para efectos comparativos es similar a la de Perú o a dos veces y media la de España.",0.0,0.20833333333333334,0.5
spanish,"En occidente el sistema más comúnmente utilizado los horóscopos, que afirman predecir aspectos de la personalidad de las personas, y poder de predecir el futuro basándose en la posición del sol, la luna y otros elementos en el momento del nacimiento.",Existía una correlación significativa en la posición de Marte en el momento del nacimiento con la calidad de los deportistas del estudio.,1.5,0.22222222222222224,0.2926829268292683
spanish,"En el islam, donde se lo conoce como Isa, es considerado uno de los profetas más importantes.","Según el Corán, fue uno de los profetas más queridos por Dios y, a diferencia de lo que ocurre en el cristianismo, para los musulmanes no tiene carácter divino.",1.5,0.2608695652173913,0.47058823529411764
spanish,"Los ""números hiperreales"" son una extensión del conjunto de los números reales que permiten entre otros formalizar algunas operaciones con infinitésimos, y probar algunos resultados clásicos del análisis real de manera más sencilla.",Los números reales convencionales son una realización posible de la llamada teoría de primer orden de los números reales.,1.5,0.23076923076923078,0.24242424242424243
spanish,"Un ""espacio natural,"" ""paisaje natural"" o un ""ambiente natural"", es una parte del territorio de la tierra que no se encuentra modificado por la acción del hombre.","El paisaje natural es aquello que no está modificado por el hombre, a pesar de algunos pequeños enclaves.",3.75,0.22222222222222224,0.2222222222222222
spanish,"A pesar de ello, cuando Venus es más brillante, puede ser visto durante el día, siendo uno de los tres únicos cuerpos celestes que pueden ser vistos de día a simple vista, además de la Luna y el Sol.","Venus es normalmente conocido como la estrella de la mañana (""Lucero del Alba"") o la estrella de la tarde (""Lucero Vespertino"") y, cuando es visible en el cielo nocturno, es el segundo objeto más brillante del firmamento, tras la Luna.",4.25,0.1518987341772152,0.23076923076923078
spanish,"""Simone de Beauvoir"" (París, 9 de enero de 1908-París, 14 de abril de 1986) fue una escritora, profesora y filósofa francesa.","Simone de Beauvoir fue profesora de filosofía hasta 1943 en escuelas de diferentes lugares de Francia, como Ruan y Marsella.",4.0,0.24390243902439024,0.3333333333333333
spanish,"""El Señor de los Anillos"" (título original en inglés: ""The Lord of the Rings"") es una novela de fantasía épica escrita por el filólogo y escritor británico J. R. R. Tolkien.","Si bien es cierto que ""El Señor de los Anillos"" fue concebida como una continuación de ""El hobbit"", argumentalmente lo es de ""El Silmarillion"", obra que relata los acontecimientos de los Días Antiguos y en la que se construye toda la trama del ""legendarium"" que creó J. R. R. Tolkien.",3.25,0.2962962962962963,0.45161290322580644
spanish,"La ""Segunda Guerra Mundial"" fue un conflicto militar global que se desarrolló entre 1939 y 1945.",La Segunda Guerra Mundial alteró las relaciones políticas y la estructura social del mundo.,2.5,0.19999999999999998,0.1875
